phi1,tdev,phi3
-0.0406288928736408,2790.51666666667,0.0307622065287244
-0.007754608211712,2884.51666666667,0.0980463838392669
-0.055060520224255,2877.18333333333,0.0331840627440302
-0.139865209396738,2823.35,-0.0300451628599583
-0.0089090349535941,2877.51666666667,0.0323371872736155
-0.0107460676988645,2864.18333333333,0.0518211492428608
-0.0129409356178423,2783.85,-0.065269085985501
-0.0164983787115099,2984.36662634214,0.00456702885276065
-0.0523493068817145,2850.85,0.0643605009175422
-0.010521162046889,2944.18333333333,-0.0305814923147933
-0.00347582290873057,3345.85,0.0391857207120912
-0.0119732479731713,2984.18333333333,-0.0240009879763068
-0.0125076055809384,2964.18333333333,-0.0312810806831936
0.0630880860143933,2937.53333333333,0.0601364023358967
0.233975183636068,3117.85,-0.0697159734757663
0.210592335377721,3305.16666666667,0.0501761044861893
0.0419667029677276,2864.18333333333,0.0498577912738078
0.228839158431177,3028,0.0582782456586878
0.0237215785351382,2980.23333333333,0.161165878125709
0.0978187357778943,2874.33333333333,-0.0108763152038573
0.118324926215635,3061.66666666667,0.087613325028777
-0.0347838626896789,2994.33333333333,-0.100414737484453
0.0540628746698098,3028,0.116681723736368
0.0873772192942765,3159.83333333333,0.0823441508020527
0.152003633088203,2840.91666666667,-0.15557170614279
0.155929216027904,3163.66666666667,0.116456903470977
0.178980746885094,3143.61666666667,0.0955481421105805
0.169957586096011,3197.68333333333,0.10206981401234
0.122880746001731,3150.23333333333,0.127334092956318
0.0360288211215026,3244.3,0.0612077815778351
0.0585603528781975,3244.33333333333,0.0771066955153589
0.0849647248001565,NaN,-0.122846391504282
0.236137062460078,3104.26666666667,0.0694956685852032
0.217142548817574,3244.33333333333,0.080562998543974
0.122447629463385,3277.65,0.0897105350158652
0.292144653868406,3285,0.133170141057727
0.0840206928346331,3103.65,0.0157485541611864
-0.0810887546614951,3151,-0.12094143399882
0.0732751654235153,3063.63333333333,0.0622524773838607
0.257747013493784,3211,0.157382425061868
0.137573805921718,3130.25,0.0714903112429134
0.298862764397573,3130.98333333333,0.144716100863716
0.218943245291021,3184.33333333333,0.0486332015317563
0.104963239607659,3052.95,-0.0703475258407639
0.0308360570953679,2945.93333333333,-0.105051875399846
0.038649096155593,3099.95,0.139525969825211
0.207153635704348,3133.28333333333,-0.0545273923736171
0.0708920485920164,3260.28333333333,-0.00208937619870146
0.0814207027999083,3473.6,0.202955238393002
-0.0680220031883483,2925.93333333333,0.044391936956429
0.0109976410774809,2992,0.0954576152038439
0.0468501504741938,3278.65,0.123606971970008
0.173855149461584,3412,0.163380965718405
0.209798738084553,3198.66666666667,0.00228955593732591
0.0453806489822749,3145.33333333333,0.20218905520291
-0.185076260391891,NaN,-0.014478224625332
0.0186850241984045,3005.31666666667,0.0604397739070658
0.042966762540767,2787.48333333333,-0.0789570743420811
0.144781349197773,2908,-0.0574989129647794
0.0326788098004434,2871.5,-0.129801034952515
0.118101123027717,2985.5,-0.0482997642637674
0.0607070380630027,2986.5,-0.0711048869445177
-0.0180591716476531,2799.5,-0.0373103033767104
0.165892490288131,2895.5,-0.0771574580537679
0.0791690470214546,3034.5,-0.115476783044649
0.0151020930302805,2811.5,0.0547495499329051
-0.00218911955166155,2715,0.0721640407377112
0.150261773941977,2883.46666666667,0.101969478074058
-0.0266355423014082,2855.21666666667,0.0902817158322375
0.276936442640698,2974.71666666667,-0.116360692047181
0.0722623015521926,2816.98333333333,-0.0459949357281556
0.153933863819785,2989.13333333333,0.0405867581156936
0.140684921499287,3037.95,0.109357685643647
0.170857468521847,3014.5,-0.0331752520884331
0.146098603525946,2953.71666666667,-0.0418688015862794
0.0417670434117849,2887.91666666667,-0.0387458547745597
0.23702763722546,2943.28333333333,-0.034874348678212
0.0280385728887348,2908.63333333333,-0.0635351096309362
0.346495491960104,3017.71666666667,0.012864024768867
0.167853905713097,2891.46666666667,0.0234573897251234
0.142649409222921,2861.6,-0.000486732782324672
0.0454871518217829,2775.1,-0.0228046449624384
0.0117999442220944,2795.93333333333,-0.00197078013847466
0.0365817074746282,2872.06666666667,0.0790391445405796
0.142034597571425,2894.48333333333,-0.0759425220953853
0.0414364922020801,2678.41666666667,0.0195579834230007
-0.00772231791416053,2699.73333333333,-0.024950736751408
0.0287608824198925,2711.2,-0.0540067868704395
-0.0166986889714162,2667.75,-0.0335892096891004
0.189191378163619,2721.06666666667,-0.053200109314667
0.0682730452589592,2748.53333333333,-0.0410540763982693
-0.00644543485374419,2711.21666666667,0.0146553331786992
0.0681519887318292,2694.4,0.0386700079295158
0.0359266151962335,2695.2,-5.82840023620454e-05
-0.170632637803549,NaN,-0.236171988193986
0.0632576478597111,2602.93333333333,-0.0157626398721102
0.0659442591107653,2716.53333333333,-0.0399483605153967
-0.000691891928078419,2695.2,-0.0364785494389145
0.0250107444949425,2700.55,0.0178860982753125
0.0113076997089585,2705.86666666667,0.122819323699747
0.0104866564613697,2705.86666666667,0.0161007387188692
0.120076677685805,2684,-0.0714508690746711
0.313036110318001,3004,0.0960606786155438
0.187955467377225,2972,0.19610837812129
0.104353610367555,2684,0.056245010132103
0.205589340764847,2790.66666666667,0.0606410618548881
-0.00194621469044711,2672.26666666667,-0.0217794964690523
0.175841819769542,3100,0.0107712215322
0.0810080328831409,2700,-0.00595610511806046
0.0481808140135548,2854.66666666667,-0.0387011263252818
0.114436072223579,2769.33333333333,0.085694513400105
0.042335757328747,2726.66666666667,-0.0451958549846575
0.0966816267499636,2838.66666666667,0.117615449483133
0.0893975653655047,2716,0.0768151931550045
0.0587607748791331,2737.33333333333,0.106216580298452
0.105402206747917,2668,0.081763851356816
0.0487709736708727,2700,-0.0435307967087774
0.0596906120777449,2673.33333333333,0.0493353631912565
-0.09082160082036,2700,0.116157396809051
0.0631430337375978,2854.66666666667,0.0748927878124515
0.0243745947702087,2625.33333333333,-0.0562787376208508
-0.0413891301739373,2687.16666666667,0.0504358285007881
-0.0358277266418388,2584.75,0.0232162747989323
-0.0129968051812438,2635.95,-0.0758623614428282
-0.0126148033210037,2695.68333333333,0.0100333351616269
0.0668348312780052,2747.68333333333,-0.0401998523271758
0.0367602619509701,2739.15,-0.0452613718229983
0.0283939250572613,2695.68333333333,0.0408318096303325
-0.0524526473249482,2679.41666666667,0.0277590797738648
-0.0400117860420428,2841.55,0.0966806136312184
-0.0194905051992927,2704.21666666667,-0.0250735388175596
0.0218847093821615,2815.95,0.0742953460777422
0.0576646947107168,2644.48333333333,-0.00650385665110432
-0.0784844486235311,2901.28333333333,-0.0512594649560617
0.0553788954214565,2739.15,-0.109992010273106
0.133306505900162,2756.21666666667,-0.0161764769135141
-0.0213695706640181,2722.08333333333,-0.0211401978448805
-0.0408726699710365,2790.35,0.0668746929159435
-0.0423671767563339,2721.28333333333,0.0208198545820536
-0.121474243213662,2909.81666666667,-0.0354062734231053
0.0213538174699879,2773.28333333333,0.046100654354464
0.0192914732942494,2653.01666666667,-0.0553515271508451
-0.0429874149343368,2543.73333333333,-0.000365766751217696
0.227760404382807,2498.4,-0.0997230271953973
-0.0104950258727821,2466.4,-0.0931784136727796
-0.0130644681319314,2620.53333333333,-0.0225076440658836
0.0333753518264938,2781.06666666667,-0.017666798895588
-0.0116654680158382,2518.13333333333,-0.000538428129992535
-0.0294871658149528,2678.66666666667,0.105628567763298
0.0395563159745911,2607.73333333333,0.000336837743232349
-0.0492820104519709,2535.73333333333,0.0405691418351612
0.00177332279745797,2588.53333333333,-0.0386988476181523
0.284562178737023,2626.93333333333,0.0440288337480321
-0.0131266348808308,2607.73333333333,0.0374476664995267
0.0173967960561653,2614.13333333333,-0.0042284882369905
0.0072100150577203,2536.8,-0.0423033859403371
0.000661966103662005,2556.53333333333,-0.0386490306020492
0.0758682287826018,2543.73333333333,0.0151981437796885
0.0365047963203569,2755.46666666667,0.0959511124148688
0.0126651436362209,2626.93333333333,0.040337615905043
-0.0117411721825815,2492.53333333333,-0.102550070362887
-0.0698425642236659,2562.93333333333,-0.0177976593274829
-0.0155961839048208,2550.13333333333,-0.010801305026789
0.00376984930222126,2665.86666666667,0.0321663806306738
-0.0609620895923125,2467.2,-0.0279500839385089
0.0103740610126686,2536,0.00960067642429512
-0.0102583432015605,2493.33333333333,0.0272755297113893
0.0130434322299224,2475.73333333333,0.0215471182938939
-0.0479498794345272,2450.13333333333,0.00310444769686597
-0.0642848560071793,2518.93333333333,0.0159071362685853
-0.0309612578405243,2467.2,-0.0324058837872137
-0.0184475003281878,2501.86666666667,-0.00924281506259662
-0.0300867280691507,2553.06666666667,-0.0107082451025673
-0.0445698763742572,2510.4,0.00144094407579829
-0.034142113100776,2510.4,0.00143101191047334
-0.0375676709284341,2510.4,-0.0346687436366706
-0.0772247541646869,2467.2,-0.0296972947638649
-0.0311915262146182,2544,0.0139652590560677
-0.0469657341865178,2535.46666666667,0.0364048882068864
-0.0281510545669076,2441.6,-0.0203996163421457
-0.0578510415261005,2373.06666666667,-0.012018829338385
-0.172005831310772,2390.4,0.00175514515171691
0.0605824279344719,2638.93333333333,-0.0234439318975231
0.0431518784536897,2544.53333333333,-0.0433279831525461
0.0457880291508375,2467.2,-0.0384423340169641
0.0182709382099444,2553.06666666667,-0.0914287203711167
0.00038082961679379,2467.2,0.0049155581939636
0.0548746478712639,2664.53333333333,0.00461224366764
0.141794893830904,2681.6,-0.0499352280213101
-0.123423447965953,2407.46666666667,-0.0288478463232181
0.0536562778956133,2724.26666666667,0.000467484135675598
-0.0593352321772989,2424.53333333333,-0.0140907491198064
-0.0717018155735312,2493.33333333333,-0.0266049116702457
-0.0156298186618427,2493.33333333333,0.0202087419605561
-0.0409336470740102,2604.26666666667,0.0870533391796758
0.0884043313254307,2450.13333333333,-0.0514607051878011
-0.0839232717076458,2373.33333333333,-0.105911430532408
0.00695098067713416,2621.86666666667,0.0157260357966328
-0.037909317880854,2510.41666666667,0.0261178763772353
-0.00168891222331639,2587.75,-0.0334025981692832
-0.0127003732915022,2587.73333333333,0.0231888032565757
-0.013287532434439,2528,-0.0663179488755351
-0.0981339639374117,2493.35,0.00567829449279503
-0.0022470965401788,2621.86666666667,-0.0320617073513549
-0.0502273070809983,2596.26666666667,-0.0859421014902057
-0.00449064312148316,2621.85,-0.0172611010406457
-0.0290196636114173,2630.4,0.017891044848715
-0.0454575110098881,2571.2,-0.0209634734724564
-0.0615897529236092,2416.53333333333,-0.0490228311959234
-0.0500895281405859,2493.88333333333,-0.129035035504647
-0.0608021184385098,2467.73333333333,0.00169135068629524
0.00609776732548317,2467.73333333333,-0.0769826219533978
-0.0542695802382268,2450.13333333333,0.00625721172771198
-0.0305280846265798,2536,-0.02364962995856
0.00125505612395042,2570.68333333333,-0.0875432249394536
-0.0542406595822331,2433.61666666667,-0.0803776760107484
0.00581575938662803,2416.51666666667,-0.0984906449307126
-0.0237410202129027,2432.8,-0.122111053162852
0.00177193323878182,2459.18333333333,-0.0631757985018094
-0.0560850295009039,2459.2,-0.0454971806776314
-0.0560734659551443,2570.66666666667,-0.00494049574855173
-0.0769450520782004,2425.06666666667,-0.0195676810226034
-0.0548889944805222,2536.55,-0.0480358502431369
-0.039944002825284,2753.63333333333,-0.0450432796777339
0.0406337167723362,2753.6,-0.0125087029589178
-0.0505501334973297,2753.6,-0.0134829462647144
0.0350976041081279,2821.86666666667,0.0719192764590181
-0.00414257340707604,2719.46666666667,0.0457733530956605
-0.00190884095094708,2693.86666666667,0.0203285035903284
0.0188866819593982,2736.53333333333,-0.0372755417223959
0.0125575911102137,2710.93333333333,-0.0504866292857898
0.0405126420140473,2753.61666666667,-0.0346129186555155
0.0394018935767218,2898.66666666667,-0.0475996518450349
0.0786073051843731,2890.13333333333,0.0733620068076118
-0.0397845472644655,2753.6,-0.0855094011699194
-0.0408419842802111,2710.91666666667,-0.0164178496425046
0.0132707695228002,2736.53333333333,-0.0408457144258602
0.178864135728014,2796.25,-0.0317570225925101
-0.0106423126835493,2813.33333333333,0.0182834446659257
-0.0369618218185398,2616.26666666667,0.0127803705089189
-0.0153712276105645,2659.73333333333,-0.00566564833782407
0.00491006565543631,2728,0.0194114003909702
0.0487689443916219,2779.2,0.0296624251233475
0.0387019296596513,2685.33333333333,0.00716697341374171
-0.0317185403654412,2753.6,0.0849481254614985
-0.0182829645465427,2616.26666666667,-0.0493672182503044
-0.029034469712733,2762.13333333333,0.0337504834493578
0.0860423566067163,2702.41666666667,0.0368003820938313
-0.0424695684627178,2779.2,0.0797008906630166
-0.101523531389326,2642.66666666667,0.0276128331935266
0.0281993574279809,2728,0.00350749809620721
0.00738482754150446,2736.51666666667,0.0370506119050125
0.0134509644477838,2753.6,0.0420689708102334
-0.0201561129643225,2659.73333333333,-0.00555109725686477
-0.00538381211937803,2684.26666666667,-0.0158164953115365
-0.0115669654037249,2684.26666666667,-0.0220068007797268
0.0292606051383345,2761.88333333333,-0.0717800016534558
-0.0103438926636706,2615.2,0.0111454723955848
0.00457239002663949,2666.4,-0.015911890561239
0.088798213303886,2882.13333333333,0.0450541446359885
-0.00257817278551343,2657.86666666667,-0.0159385718119174
0.0558447091786499,2718.4,0.00570143567660131
0.082680746648223,2753.33333333333,0.0467977686693058
0.0839616846856263,2735.46666666667,0.0054519815093094
0.0228193224699734,2735.38333333333,0.0203832868119973
0.0803343565582746,2855.73333333333,0.0352631526370283
-0.0647892511801862,2838.66666666667,-0.0778932211189016
0.0137381472096751,2718.4,0.0289301920848149
-0.0211289212747755,2674.95,-0.0297288090813747
-0.0281051539868989,2650.13333333333,-0.130355329655399
-0.0166003814699965,2667.2,-0.032441192258114
-0.00510958253785937,2709.86666666667,0.019479983426982
0.0140142826842864,2719.2,0.000900665114098559
0.0399140898043025,2778.95,-0.0175266298440433
-0.18256955789729,2744,-0.0112786558640719
-0.0409813367647825,2709.86666666667,0.0142143485471936
0.00797237541570578,3137.6,-0.1394929690199
0.0485243582691535,2810.93333333333,-0.0534747574907554
0.0416453062235162,2932,-0.0299055475925845
-0.250939547637028,2776.26666666667,-0.0506751905084008
0.030978787110888,2793.86666666667,0.101237372770422
0.0192982482314355,2759.73333333333,0.0231158868937551
0.0505397734406664,2647.73333333333,0.0429372557922149
0.0230208168863168,2759.2,0.0697527200532556
0.00439676438442299,2853.6,0.0197893831130303
0.0147813993747577,2750.66666666667,-0.00422086946178507
0.00901504234528533,2853.6,0.0387121020609552
0.126259950200356,2956.8,0.00362963257857102
0.00984749700425766,2742.13333333333,0.0395239778296771
-0.001395554757937,2793.86666666667,0.0461712046691851
0.0615646311110766,2725.06666666667,-0.0107532984448801
0.0130351766250524,3008.8,-0.145213523824076
0.0162768689002772,2810.93333333333,0.0807349699645481
-0.00598389492687864,2853.06666666667,-0.0596389965195504
0.0924545928836884,2802.4,-0.0200313228174165
0.00278408601939271,3025.06666666667,0.10783688162493
-0.0508666015984653,2819.46666666667,-0.0512649469959868
-0.0577065574634552,2887.73333333333,0.0983120809781933
0.035099831665715,NaN,0.0419113447746827
0.00242165638655426,2793.86666666667,0.00739787211426493
-0.122028238354476,2870.13333333333,0.042884809288707
-0.0397657134315276,2810.4,0.0999779855226201
-0.0413014757556535,2793.33333333333,0.0896451132820414
-0.0414597092276398,2844.53333333333,0.0551392121820383
-0.00695281060532386,2785.33333333333,0.0348522228101648
-0.187083704157805,NaN,-0.0160600915321884
0.015706731369464,2864.68333333333,0.142459703763313
0.0854428848221049,2934.01666666667,0.147462709077111
0.0720173846626878,2847.6,0.0945775355944707
-0.0284465035655372,2898.8,0.033035887370867
0.0412197694415556,2847.6,0.0774938424169237
0.0272075584870916,2839.6,0.0495447248441954
0.109007726443949,2882.28333333333,0.0755544579663462
0.102982560917928,2950.53333333333,0.107824450728509
0.118838191644598,2976.13333333333,0.120115604774363
0.020327766918227,2847.06666666667,0.0268658397508539
-0.092142569241986,2803.86666666667,0.0532352465235531
-0.0164129949643971,3070.55,-0.0767438331460286
-0.0881315268592503,NaN,-0.196891620999254
0.0950289675479708,2967.61666666667,0.113983383381691
0.00381071711971362,2770.81666666667,0.0898267177439901
0.0343622052488475,2736.68333333333,0.023587992549512
0.0245860588497591,2839.08333333333,0.0439083272391047
-0.0231293902799723,2814,0.0926676176192264
0.0233332848160876,2873.73333333333,0.131355375911068
0.0308403976889667,2984.66666666667,0.157614766448345
0.089615722048456,2882.8,0.0764473504064749
0.101376961386094,2881.75,0.0504336573852395
-0.128750974628485,2873.73333333333,0.103032684695396
0.0762335431099,3068.8,0.0546106118990132
0.0552963031311351,3085.86666666667,-0.0463881715224605
